Date,Open,High,Low,Close,Volume,SMA_30,RSI,Daily_Return,EMA_12,EMA_26,MACD,Signal_Line,Histogram
2000-01-03,0.0027307542710868025,0.002958957935920093,0.0026448073923662314,0.0029567166077072394,0.06928007101421481,,,0.0,0.0029567166077072394,0.0029567166077072394,0.0,0.0,0.0
2000-01-04,0.0028475715752271052,0.002894535749379046,0.0026274650418244023,0.00263110755694867,0.06611463244765653,,,-0.11012521454028024,0.0029066229075905363,0.0029325974187621603,-2.5974511171623915e-05,-5.194902234324783e-06,-2.0779608937299133e-05
2000-01-05,0.0026918136292844647,0.0028923884043258632,0.0026903352017039577,0.002682856828380358,0.10206075332901772,,,0.01966824628473285,0.002872197356942817,0.002914098115770916,-4.190075882809898e-05,-1.2536073553079622e-05,-2.9364685275019356e-05
2000-01-06,0.0027740208806560597,0.002769986295771514,0.0024128362893580998,0.002372341161573142,0.10066196555498623,,,-0.11574067744594274,0.0027952964038090206,0.002873967971015525,-7.867156720650463e-05,-2.5763172283764627e-05,-5.290839492274001e-05
2000-01-07,0.0024408737635561698,0.0025638365833020637,0.002430182808010564,0.002527600952733592,0.05913431813373965,,,0.06544581094630364,0.0027541124882589545,0.002848311154846493,-9.41986665875384e-05,-3.945027114451939e-05,-5.474839544301901e-05
2000-01-10,0.002631241762267518,0.002606781878788341,0.002404165229868036,0.002467222810441494,0.06512609520042432,,,-0.02388752948791195,0.002709975614748576,0.0028200823885942707,-0.00011010677384569456,-5.358157168475443e-05,-5.6525202160940134e-05
2000-01-11,0.0024214055222250203,0.0025080035476055503,0.002256746566698658,0.0022947133389119257,0.05654111092928516,,,-0.06992050770586822,0.002646089110773707,0.002781166162691875,-0.00013507705191816806,-6.988066773143716e-05,-6.51963841867309e-05
2000-01-12,0.0023889542941997327,0.002374864943153484,0.002117995026470412,0.002102797890595475,0.12878910499384455,,,-0.08363373544838959,0.0025625058461309024,0.0027309166610551047,-0.00016841081492420225,-8.958669716999019e-05,-7.882411775421206e-05
2000-01-13,0.002371106500040328,0.0024865268859189777,0.0023261201369766133,0.00243271930386524,0.13644156408229605,,,0.1568963972930073,0.002542538685782339,0.0027088279679299294,-0.00016628928214759047,-0.00010492721416551024,-6.136206798208022e-05
2000-01-14,0.0025620174975900627,0.002606781878788341,0.002564594650383144,0.0025599444777027313,0.049624377877824255,,,0.052297514816176616,0.002545216499923938,0.0026977995612464333,-0.00015258306132249523,-0.00011445838359690724,-3.812467772558799e-05
2000-01-18,0.0025966317094988102,0.0027356299217615745,0.002601447463681873,0.0026807007622869274,0.05892389443180201,,,0.04717144673878293,0.002566060232595167,0.002696532983545729,-0.00013047275095056212,-0.00011766125706763822,-1.2811493882923893e-05
2000-01-19,0.002756711926195001,0.002830113792206196,0.0027033420225007557,0.0027712698183197495,0.07763949318759347,,,0.03378558968870404,0.0025976309380912567,0.0027020690453808415,-0.00010443810728958487,-0.00011501662711202756,1.0578519822442692e-05
2000-01-20,0.0030985116720187358,0.0032681843395698396,0.003054550497993004,0.00301062632139471,0.2443631879034053,,,0.08637069602269376,0.0026611686893687108,0.0027249251399003873,-6.375645053167652e-05,-0.00010476459179595736,4.100814126428084e-05
2000-01-21,0.0030552450624494795,0.0030190854323547747,0.0029396486552539193,0.002935154334502591,0.06389080210127963,,49.52110171620096,-0.025068533532635717,0.002703320327081615,0.002740497672833884,-3.717734575226861e-05,-9.124714258721962e-05,5.406979683495101e-05
2000-01-24,0.002854060989004155,0.002967546857396431,0.002764044533288646,0.002760488796879593,0.05645028055434805,,45.95557144703121,-0.059508127245580855,0.002712115476281304,0.0027419784968372696,-2.986302055596555e-05,-7.897031818096881e-05,4.910729762500326e-05
2000-01-25,0.002735080469917057,0.002980434597606666,0.0026686570898553936,0.002967497629147396,0.0640558106157487,,57.28968266327424,0.07498991935841293,0.002751405038260703,0.0027586836177491306,-7.278579488427615e-06,-6.463197044246057e-05,5.735339095403296e-05
2000-01-26,0.0029081434422440515,0.0030169380873015924,0.002924474185365457,0.0028963384654151414,0.04648618842374711,,54.58762394702937,-0.023979518309741543,0.0027737024885921553,0.002768880273131798,4.822215460357267e-06,-5.074113326189701e-05,5.5563348722254276e-05
2000-01-27,0.0028670398165582542,0.002976139907500301,0.0028290828053832715,0.0028898698064861797,0.042834807351275296,,62.79323383528734,-0.002233391920938521,0.0027915743836527747,0.002777842460787678,1.3731922865096741e-05,-3.784652203649826e-05,5.1578444901595e-05
2000-01-28,0.002845408591343646,0.00290312490022358,0.0026079545790675023,0.002600916412883612,0.05408112160807177,,51.69998265378317,-0.0999883776611753,0.0027622423881498268,0.002764736827609599,-2.494439459772412e-06,-3.077610552115309e-05,2.828166606138068e-05
2000-01-31,0.0025966317094988102,0.002662614914484853,0.00239549393881627,0.0026742318730336315,0.09170154906744035,,54.771341162370575,0.02818831846608072,0.002748702308901181,0.0027580327569002683,-9.330447999087148e-06,-2.6486974016739903e-05,1.7156526017652755e-05
2000-02-01,0.00270046625800831,0.0027012696484922986,0.002586272762231708,0.0025534755884494362,0.03984648801584439,,56.10996389393008,-0.0451555027078524,0.0027186674288316817,0.0027428803740520585,-2.4212945220376814e-05,-2.6032168257467286e-05,1.8192230370904723e-06
2000-02-02,0.002587979080774965,0.0026024874180501714,0.0024822100911977563,0.00250387869792183,0.05960209456466577,,60.152789697569006,-0.019423287519158672,0.0026856230086917047,0.00272517654619056,-3.955353749885522e-05,-2.8736442105744874e-05,-1.0817095393110344e-05
2000-02-03,0.0025728331101973674,0.002675502425326893,0.002594943821721772,0.002659138489082279,0.06108868503446979,,56.28745517595051,0.062007712789486025,0.0026815484672133316,0.0027202848382566133,-3.8736371043281755e-05,-3.073642789325225e-05,-7.999943150029507e-06
2000-02-04,0.0026983032741248504,0.0028730629869518094,0.002712013313552521,0.002820866939171691,0.05434755737455396,,57.1093470145648,0.06081986731921862,0.0027029820782838486,0.002727735364250323,-2.4753285966474213e-05,-2.953979950789664e-05,4.786513541422428e-06
2000-02-07,0.002838919177566596,0.0030190854323547747,0.0027922299920845424,0.003030032067857259,0.0564760158272469,,59.08073358440429,0.07414923610221291,0.0027532974612951427,0.0027501277126656515,3.1697486294912126e-06,-2.299788988041907e-05,2.6167638509910284e-05
2000-02-08,0.0030465922026622983,0.003083507160159429,0.0029765054051015816,0.0030580671458288857,0.052093450236531356,,57.705706493655974,0.009252403058378267,0.0028001851050695648,0.0027729380410481132,2.7247064021451543e-05,-1.294889910004495e-05,4.019596312149649e-05
2000-02-09,0.0030509186325558893,0.003117867433428705,0.0030176937481453427,0.0029804349470053185,0.03732291743217502,,49.111609142180505,-0.02538603474729295,0.0028279158499827576,0.0027883081822301283,3.960766775262933e-05,-2.4375857295100946e-06,4.204525348213942e-05
2000-02-10,0.0030076557200000003,0.003006201820772072,0.0029331452448555203,0.00301062632139471,0.037811887617253126,,52.28158694849015,0.010129855180945002,0.002856025153276904,0.002804776192538616,5.1248960738288236e-05,8.29972356404957e-06,4.294923717423866e-05
2000-02-11,0.003033613375108199,0.00301479074224841,0.00287244273406763,0.002846741574887534,0.025548273161161025,,52.62460797404686,-0.05443543270134377,0.00285459691044777,0.0028078847393792766,4.671217106849354e-05,1.5982213064938363e-05,3.072995800355518e-05
2000-02-14,0.002884345074005944,0.003074918238683092,0.002885449554864428,0.003090410210149357,0.04653765896954481,0.00272562623769859,53.65851484795551,0.08559562884504168,0.0028908758796326295,0.002828812552028912,6.206332760371738e-05,2.519843597269417e-05,3.686489163102321e-05
2000-02-15,0.0030898592743582266,0.003214502548185845,0.0031130851281275284,0.003200385473293396,0.06251472192098241,0.0027337485332181288,58.84561448274864,0.03558597586264245,0.002938492740195824,0.0028563364721225777,8.215626807324622e-05,3.659000239280458e-05,4.556626568044164e-05
2000-02-16,0.003176388796483372,0.003152227706697981,0.0030068548080019117,0.003032188364275024,0.04798488961020942,0.0027471178934623404,53.78434375943553,-0.05255526573968805,0.002952907451592624,0.0028693625382079442,8.354491338467959e-05,4.598098459117959e-05,3.75639287935e-05
2000-02-17,0.0030876960594114315,0.003062034627100389,0.003041543677196206,0.0030580671458288857,0.03598922476018179,0.002759624904043958,64.13327517138481,0.008534687969508514,0.0029690858660905103,0.002883340657290977,8.574520879953314e-05,5.39338294328503e-05,3.181137936668284e-05
2000-02-18,0.003068227587016946,0.0030577399369940235,0.0029634946477558504,0.0029329982684091595,0.028412457650844554,0.0027783134742718255,57.75195954002993,-0.040898015463890824,0.0029635339279856874,0.002887018998855287,7.65149291304004e-05,5.8450049372360324e-05,1.806487975804008e-05
2000-02-22,0.0029124698721376416,0.00311142585700555,0.0028182436336781384,0.0030214073428348675,0.05393882068733697,0.002794773687275201,64.29505142745691,0.030142900313971488,0.0029724375302701764,0.0028969736910019225,7.546383926825386e-05,6.185280735153903e-05,1.3611031916714825e-05
2000-02-23,0.0030200920108423845,0.0031822896199697522,0.0029678301775008823,0.0031055038244250446,0.06080559703258247,0.002816049721074653,67.99989139746654,0.027833546439743673,0.002992909267832464,0.0029124203675517835,8.048890028068039e-05,6.55800259373673e-05,1.4908874343313083e-05
2000-02-24,0.0031612467539824775,0.003186584310076117,0.0029938477556434116,0.0030693852836166415,0.04773964759787923,0.0028418721192314763,63.216290175616635,-0.011630493102062212,0.0030046748087223375,0.0029240473983714026,8.062741035093487e-05,6.858950282008082e-05,1.2037907530854048e-05
2000-02-25,0.0030747172318573313,0.0031135732020587323,0.0029374810061622543,0.002902807124344102,0.03053486074520835,0.0028685390936897645,52.631518214993896,-0.05427085356852335,0.002989002857279532,0.0029224740447397505,6.652881253978128e-05,6.817736476402092e-05,-1.6485522242396384e-06
2000-02-28,0.0029124698721376416,0.0030448563254113206,0.002876778495374364,0.00300200113572365,0.04123770659196445,0.002887515154751711,49.0313641829353,0.034171754143658806,0.0029910025924247807,0.0029283649403681875,6.263765205659312e-05,6.706942222253537e-05,-4.43177016594225e-06
2000-02-29,0.003031450160161404,0.0031221621235350706,0.003022029509452076,0.0030494419601578256,0.04672991659649502,0.0029038317375002145,49.70589288620174,0.015803066784230158,0.0029999932643837105,0.0029373336085007536,6.265965588295695e-05,6.618746895461969e-05,-3.5278130716627406e-06
2000-03-01,0.003204513363551734,0.003631096663231112,0.003227986507743209,0.0035906852591795933,0.14243182730939843,0.002934164554063303,65.8100426649163,0.17748929348166875,0.0030908689558907694,0.0029857300270695565,0.00010513892882121293,7.397776092793833e-05,3.1161167893274596e-05
2000-03-02,0.003496557086029161,0.0034893691373027082,0.0033038637199812645,0.0033038918471841395,0.038930615068561866,0.002951918621692116,56.70613293108642,-0.07987149841726338,0.0031236417083974413,0.003009297569300266,0.00011434413909717535,8.205103656178575e-05,3.22931025353896e-05
2000-03-03,0.0034230022323180767,0.0034995705171986004,0.0032800179590410355,0.0035109009097762777,0.040567075657012126,0.0029685944413048353,64.89365867082455,0.06265612561396927,0.0031832200470711084,0.003046453372298489,0.00013676667477261926,9.299416420395246e-05,4.37725105686668e-05
2000-03-06,0.003461942874120414,0.0035301709869951393,0.0034534502638040093,0.0034311170210216315,0.025319683384235965,0.0029851265308554697,58.2464176186644,-0.022724619920910905,0.0032213580430634965,0.003074946975907611,0.0001464110671558854,0.00010367754479433905,4.273352236154634e-05
2000-03-07,0.0034770849166213093,0.00347219083561364,0.0033190384214314295,0.0033340790757355144,0.033760852895058036,0.003004246206817334,53.256293375507596,-0.028281735857911272,0.003238699740397653,0.0030941419462652336,0.00014455779413241956,0.00011185359466195516,3.27041994704644e-05
2000-03-08,0.003353777967640621,0.0033519358427442766,0.003230154388396576,0.0033038918471841395,0.03352015240147469,0.0030154593474185586,57.09468001240367,-0.009054142947918953,0.0032487292952878815,0.0031096789759629305,0.00013905031932495097,0.00011729293959455433,2.1757379730396638e-05
2000-03-09,0.003284553702963165,0.003388439332439203,0.003219315448253145,0.0033125170328552004,0.03426193379679442,0.003029331966333227,56.704568019735035,0.0026106138063848316,0.0032585427933751613,0.00312470401721421,0.00013383877616095132,0.00012060210690783372,1.3236669253117599e-05
2000-03-10,0.003312678270031527,0.0034893691373027082,0.0033147026601246955,0.0034332733174393965,0.03046219644525866,0.003047445416698334,63.21190720425421,0.036454539972617495,0.003285424412461967,0.0031475610024160757,0.00013786341004589113,0.0001240543675354452,1.3809042510445918e-05
